"Refid","Bibliography","User","Ris Code","Level","Study ES List_k","effect_intervention_group","effect_comparison_group","effect_outcome","effect_outcome_type","effect_report_number","effect_page","effect_type","effect_timing","effect_favored","effect_icc","effect_intervention_baseline_participants","effect_comparison_baseline_participants","effect_intervention_followup_participants","effect_comparison_followup_participants","effect_intervention_baseline_classrooms","effect_comparison_baseline_classrooms","effect_intervention_followup_classrooms","effect_comparison_followup_classrooms","effect_intervention_baseline_schools","effect_comparison_baseline_schoools","effect_intervention_followup_schools","effect_comparison_followup_schools","effect_intervention_baseline_mean","effect_intervention_baseline_sd","effect_intervention_followup_mean","effect_intervention_followup_sd","effect_comparison_baseline_mean","effect_comparison_baseline_sd","effect_comparison_followup_mean","effect_comparison_followup_sd","effect_intervention_n_successful","effect_intervention_n_unsuccessful","effect_comparison_n_successful","effect_comparison_n_unsuccessful","effect_size_type -> NA - I entered the necessary information above","effect_size_type -> Means and Standard Errors (SEs)","effect_size_type -> Independent t-test","effect_size_type -> One-way ANOVA F-test (with df = 1)","effect_size_type -> Chi-squared test statistic (with df = 1)","effect_size_type -> Unstandardized regression coefficient for treatment dummy indicator","effect_size_type -> Standardized regression coefficient for treatment dummy indicator","effect_size_type -> Author-reported odds ratio","effect_size_type -> Author-reported standardized mean difference","effect_size_type -> Insufficient information to calculate effect size","effect_r_squared","effect_SE_intervention_mean","effect_SE_intervention_se","effect_SE_comparison_mean","effect_SE_comparison_se","effect_t_test","effect_f_test","effect_chi_square","effect_unstandardized_coefficient","effect_unstandardized_sd","effect_standardized_coefficient","effect_standardized_sd","effect_or","effect_or_ci_lower","effect_or_ci_upper","effect_smd","effect_smd_ci_lower","effect_smd_ci_upper","effect_notes"
10120,"Calear, et al 2016 ",spgrant,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10120,4,Post-test,0,Intervention,-999,,,78,71,,,6,6,,,3,3,,,13.74,10.69,,,13.78,9.89,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",spgrant,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous-13","1-e-couch Anxiety and Worry program ",2-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10120,4,Post-test,13,Intervention,-999,,,67,61,,,6,6,,,3,3,,,13.71,10.36,,,14.44,11.37,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",spgrant,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous","1-e-couch Anxiety and Worry program ",2-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10120,4,Pretest,,Comparison,-999,127,98,,,6,6,,,3,3,,,45.41,10.90,,,48.47,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",spgrant,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10120,4,Post-test,0,Comparison,-999,,,78,71,,,6,6,,,3,3,,,48.62,11.27,,,49.83,10.70,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",spgrant,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous-13","1-e-couch Anxiety and Worry program ",2-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10120,4,Post-test,13,Intervention,-999,,,67,61,,,6,6,,,3,3,,,48.67,12.85,,,47.38,16.76,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",spgrant,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10120,4,Post-test,0,Comparison,-999,,,92,60,,,6,6,,,3,3,,,,,,,,,81,11,55,5,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-2-GAD-7-GAD-7-Continuous","1-e-couch Anxiety and Worry program ",2-Waitlist,2-GAD-7-GAD-7,Continuous,10120,4,Pretest,,Intervention,-999,127,98,,,6,6,,,3,3,,,4.85,4.34,,,5.01,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-2-GAD-7-GAD-7-Continuous-0","1-e-couch Anxiety and Worry program ",2-Waitlist,2-GAD-7-GAD-7,Continuous,10120,4,Post-test,0,Comparison,-999,,,78,71,,,6,6,,,3,3,,,4.20,4.25,,,4.15,3.96,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD-Continuous-13","1-e-couch Anxiety and Worry program ",2-Waitlist,"3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD",Continuous,10120,4,Post-test,13,Comparison,-999,,,67,61,,,6,6,,,3,3,,,5.76,3.41,,,5.18,4.05,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous","1-e-couch Anxiety and Worry program ",2-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10120,4,Pretest,,Comparison,-999,127,98,,,6,6,,,3,3,,,16.53,11.25,,,16.42,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10120,4,Post-test,0,Intervention,-999,,,78,71,,,6,6,,,3,3,,,13.74,10.69,,,13.78,9.89,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous","1-e-couch Anxiety and Worry program ",2-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10120,4,Pretest,,Comparison,-999,127,98,,,6,6,,,3,3,,,45.41,10.90,,,48.47,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10120,4,Post-test,0,Comparison,-999,,,78,71,,,6,6,,,3,3,,,48.62,11.27,,,49.83,10.70,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous-13","1-e-couch Anxiety and Worry program ",2-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10120,4,Post-test,13,Intervention,-999,,,67,61,,,6,6,,,3,3,,,48.67,12.85,,,47.38,16.76,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD-Continuous","1-e-couch Anxiety and Worry program ",2-Waitlist,"3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD",Continuous,10120,4,Pretest,,Comparison,-999,127,98,,,6,6,,,3,3,,,6.25,3.69,,,5.99,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A-Continuous","1-e-couch Anxiety and Worry program ",2-Waitlist,"4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A",Continuous,10120,4,Pretest,,Intervention,-999,127,98,,,6,6,,,3,3,,,43.86,14.46,,,44.03,13.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD-Continuous-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD",Continuous,10120,4,Post-test,0,Intervention,-999,,,78,71,,,6,6,,,3,3,,,5.42,3.72,,,5.45,3.43,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-2-GAD-7-GAD-7-Continuous-13","1-e-couch Anxiety and Worry program ",2-Waitlist,2-GAD-7-GAD-7,Continuous,10120,4,Post-test,13,Comparison,-999,,,67,61,,,6,6,,,3,3,,,4.65,4.12,,,4.56,4.96,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A-Continuous-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A",Continuous,10120,4,Post-test,0,Intervention,-999,,,78,71,,,6,6,,,3,3,,,40.44,14.31,,,41.95,14.98,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A-Continuous-13","1-e-couch Anxiety and Worry program ",2-Waitlist,"4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A",Continuous,10120,4,Post-test,13,Comparison,-999,,,67,61,,,6,6,,,3,3,,,41.51,14.15,,,37.69,17.88,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous-13","1-e-couch Anxiety and Worry program ",2-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10120,4,Post-test,13,Intervention,-999,,,67,61,,,6,6,,,3,3,,,13.71,10.36,,,14.44,11.37,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-13","1-e-couch Anxiety and Worry program ",2-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10120,4,Post-test,13,Comparison,-999,,,79,52,,,6,6,,,3,3,,,,,,,,,67,12,45,7,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical","1-e-couch Anxiety and Worry program ",2-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10120,4,Pretest,,Intervention,-999,114,78,,,6,6,,,3,3,,,,,,,,,,,100,14,68,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120,"Calear, et al 2016 ",mschweer,,8,"1-e-couch Anxiety and Worry program -2-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-0","1-e-couch Anxiety and Worry program ",2-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10120,4,Post-test,0,Comparison,-999,,,92,60,,,6,6,,,3,3,,,,,,,,,81,11,55,5,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous-0","1-e-GAD school",3-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10121,214,Post-test,0,Comparison,-999,,,137,334,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,17.77,1.03,17.44,0.76,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous","1-e-GAD school",3-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10121,214,Pretest,,Comparison,-999,427,778,,,-999,-999,,,8,11,,,17.95,10.54,,,17.56,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous-26","1-e-GAD school",3-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10121,214,Post-test,26,Comparison,-999,,,284,423,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,19.04,0.94,17.05,0.74,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-0","1-e-GAD school",3-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10121,215,Post-test,0,"Cannot tell",-999,,,137,334,,,-999,-999,,,10,11,,,,,,,,,-999,-999,-999,-999,,,,,,,,,,"Insufficient information to calculate effect size",,,,,,,,,,,,,,,,,,,"""At baseline, 13.8% of all participants met clinical levels of generalised anxiety symptoms (GAD-7≥10), remaining fairly stable throughout the study (14.4% post-test, 14.0% 6 months, 17.0% 12 months). There were no significant condition by time interactions in clinical caseness based on mixed effects logit analysis."""
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-26","1-e-GAD school",3-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10121,215,Post-test,26,"Cannot tell",-999,,,284,423,,,-999,-999,,,10,11,,,,,,,,,-999,-999,-999,-999,,,,,,,,,,"Insufficient information to calculate effect size",,,,,,,,,,,,,,,,,,,"""At baseline, 13.8% of all participants met clinical levels of generalised anxiety symptoms (GAD-7≥10), remaining fairly stable throughout the study (14.4% post-test, 14.0% 6 months, 17.0% 12 months). There were no significant condition by time interactions in clinical caseness based on mixed effects logit analysis."""
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-52","1-e-GAD school",3-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10121,215,Post-test,52,"Cannot tell",-999,,,179,193,,,-999,-999,,,10,11,,,,,,,,,-999,-999,-999,-999,,,,,,,,,,"Insufficient information to calculate effect size",,,,,,,,,,,,,,,,,,,"""At baseline, 13.8% of all participants met clinical levels of generalised anxiety symptoms (GAD-7≥10), remaining fairly stable throughout the study (14.4% post-test, 14.0% 6 months, 17.0% 12 months). There were no significant condition by time interactions in clinical caseness based on mixed effects logit analysis."""
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-2-GAD-7-GAD-7: Continuous-Continuous","1-e-GAD school",3-Waitlist,"2-GAD-7-GAD-7: Continuous",Continuous,10121,214,Pretest,,Comparison,-999,427,778,,,-999,-999,,,8,11,,,5.12,4.80,,,4.82,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-2-GAD-7-GAD-7: Continuous-Continuous-0","1-e-GAD school",3-Waitlist,"2-GAD-7-GAD-7: Continuous",Continuous,10121,214,Post-test,0,Comparison,-999,,,137,334,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,5.44,0.47,5.22,0.36,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-2-GAD-7-GAD-7: Continuous-Continuous-26","1-e-GAD school",3-Waitlist,"2-GAD-7-GAD-7: Continuous",Continuous,10121,214,Post-test,26,Comparison,-999,,,284,423,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,5.50,0.44,4.81,0.35,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-2-GAD-7-GAD-7: Continuous-Continuous-52","1-e-GAD school",3-Waitlist,"2-GAD-7-GAD-7: Continuous",Continuous,10121,214,Post-test,52,Comparison,-999,,,179,193,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,5.81,0.47,5.24,0.41,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD-Continuous","1-e-GAD school",3-Waitlist,"3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD",Continuous,10121,214,Pretest,,Comparison,-999,427,778,,,-999,-999,,,8,11,,,5.85,3.96,,,5.63,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD-Continuous-0","1-e-GAD school",3-Waitlist,"3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD",Continuous,10121,214,Post-test,0,Comparison,-999,,,137,334,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,5.44,0.42,5.36,0.33,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD-Continuous-26","1-e-GAD school",3-Waitlist,"3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD",Continuous,10121,214,Post-test,26,Comparison,-999,,,284,423,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,5.72,0.40,5.38,0.33,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD-Continuous-52","1-e-GAD school",3-Waitlist,"3-Spence Children&rsquo;s Anxiety Scale-SCAS-GAD",Continuous,10121,214,Post-test,52,Comparison,-999,,,179,193,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,5.94,0.43,5.18,0.37,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A-Continuous","1-e-GAD school",3-Waitlist,"4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A",Continuous,10121,214,Pretest,,Comparison,-999,427,778,,,-999,-999,,,8,11,,,37.72,17.17,,,36.01,16.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A-Continuous-0","1-e-GAD school",3-Waitlist,"4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A",Continuous,10121,214,Post-test,0,Intervention,-999,,,137,334,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,35.70,1.73,35.74,1.32,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A-Continuous-26","1-e-GAD school",3-Waitlist,"4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A",Continuous,10121,214,Post-test,26,Comparison,-999,,,284,423,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,37.00,1.64,36.34,1.31,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A-Continuous-52","1-e-GAD school",3-Waitlist,"4-Social Anxiety Scale for Adolescents (SAS-A)-SAS-A",Continuous,10121,214,Post-test,52,Intervention,-999,,,179,193,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,35.20,1.77,35.66,1.50,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D-Continuous-52","1-e-GAD school",3-Waitlist,"5-Centre for Epidemiological Studies &ndash; Depression Scale -CES-D",Continuous,10121,214,Post-test,52,Comparison,-999,,,179,193,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,19.06,1.03,17.91,0.88,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous","1-e-GAD school",3-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10121,214,Pretest,,Intervention,-999,427,778,,,-999,-999,,,8,11,,,47.76,12.13,,,47.65,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous-0","1-e-GAD school",3-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10121,214,Post-test,0,Comparison,-999,,,137,334,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,45.90,0.93,47.90,0.60,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous-26","1-e-GAD school",3-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10121,214,Post-test,26,Comparison,-999,,,284,423,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,44.90,0.76,48.77,0.60,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"1-e-GAD school-3-Waitlist-6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS-Continuous-52","1-e-GAD school",3-Waitlist,"6-Warwick-Edinburgh Mental Well-being Scale -WEMWBS",Continuous,10121,214,Post-test,52,Comparison,-999,,,179,193,,,-999,-999,,,8,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,45.57,0.90,46.91,0.80,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"2-e-GAD Health-3-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-26","2-e-GAD Health",3-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10121,215,Post-test,26,"Cannot tell",-999,,,373,423,,,-999,-999,,,11,11,,,,,,,,,-999,-999,-999,-999,,,,,,,,,,"Insufficient information to calculate effect size",,,,,,,,,,,,,,,,,,,"""At baseline, 13.8% of all participants met clinical levels of generalised anxiety symptoms (GAD-7≥10), remaining fairly stable throughout the study (14.4% post-test, 14.0% 6 months, 17.0% 12 months). There were no significant condition by time interactions in clinical caseness based on mixed effects logit analysis."""
10121,"Calear, et al 2016 ",spgrant,,8,"2-e-GAD Health-3-Waitlist-1-GAD-7-GAD-7: Cutoff-Categorical-52","2-e-GAD Health",3-Waitlist,"1-GAD-7-GAD-7: Cutoff",Categorical,10121,215,Post-test,52,"Cannot tell",-999,,,315,193,,,-999,-999,,,11,11,,,,,,,,,-999,-999,-999,-999,,,,,,,,,,"Insufficient information to calculate effect size",,,,,,,,,,,,,,,,,,,"""At baseline, 13.8% of all participants met clinical levels of generalised anxiety symptoms (GAD-7≥10), remaining fairly stable throughout the study (14.4% post-test, 14.0% 6 months, 17.0% 12 months). There were no significant condition by time interactions in clinical caseness based on mixed effects logit analysis."""
10121,"Calear, et al 2016 ",spgrant,,8,"2-e-GAD Health-3-Waitlist-2-GAD-7-GAD-7: Continuous-Continuous","2-e-GAD Health",3-Waitlist,"2-GAD-7-GAD-7: Continuous",Continuous,10121,214,Pretest,,Intervention,-999,562,778,,,-999,-999,,,11,11,,,4.16,4.04,,,4.82,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"2-e-GAD Health-3-Waitlist-2-GAD-7-GAD-7: Continuous-Continuous-0","2-e-GAD Health",3-Waitlist,"2-GAD-7-GAD-7: Continuous",Continuous,10121,214,Post-test,0,Intervention,-999,,,368,334,,,-999,-999,,,11,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,4.62,0.33,5.22,0.36,,,,,,,,,,,,,,
10121,"Calear, et al 2016 ",spgrant,,8,"2-e-GAD Health-3-Waitlist-2-GAD-7-GAD-7: Continuous-Continuous-26","2-e-GAD Health",3-Waitlist,"2-GAD-7-GAD-7: Continuous",Continuous,10121,214,Post-test,26,Comparison,-999,,,373,423,,,-999,-999,,,11,11,,,-999,-999,,,-999,-999,,,,,,"Means and Standard Errors (SEs)",,,,,,,,,,4.92,0.34,4.81,0.35,,,,,,,,,,,,,,
