"Refid","Bibliography"
10262,"Holen, Solveig, Waaktaar, Trine, Lervåg, Arne, Ystgaard, Mette (2013).  Implementing a Universal Stress Management Program for Young School Children: Are there Classroom Climate or Academic Effects? Scandinavian Journal of Educational Research, 57(4),  420. 10.1080/00313831.2012.656320"
10263,"Holen, Solveig, Waaktaar, Trine, Lervåg, Arne, Ystgaard, Mette (2012).  The effectiveness of a universal school-based programme on coping and mental health: a randomised, controlled study of Zippy’s Friends Educational Psychology, 32(5),  657. 10.1080/01443410.2012.686152"
10264,"Holen, Solveig, Lervåg, Arne, Waaktaar, Trine, Ystgaard, Mette (2012).  Exploring the associations between coping patterns for everyday stressors and mental health in young schoolchildren Journal of School Psychology, 50(2),  167. 10.1016/j.jsp.2011.10.006"
10265,"Haugland, Bente Storm Mowatt, Haaland, Åshild Tellefsen, Baste, Valborg, Bjaastad, Jon Fauskanger, Hoffart, Asle, Rapee, Ronald M., Raknes, Solfrid, Himle, Joseph A., Husabø, Elisabeth, Wergeland, Gro Janne (2020).  Effectiveness of Brief and Standard School-Based Cognitive-Behavioral Interventions for Adolescents With Anxiety: A Randomized Noninferiority Study Journal of the American Academy of Child & Adolescent Psychiatry, 59(4),  552. 10.1016/j.jaac.2019.12.003"
10266,"Greenberg, Mark T., Kusche, Carol A., Cook, Elizabeth T., Quamma, Julie P. (1995).  Promoting emotional competence in school-aged children: The effects of the PATHS curriculum Development and Psychopathology, 7(1),  117. 10.1017/S0954579400006374"
10267,"Glover, S., Burns, J., Butler, H., Patton, G. (1998).  Social environments and the emotional wellbeing of young people. Family Matters, 49(),  11. 10.3316/aeipt.90622"
10268,"Gillham, Jane E., Brunwasser, Steven M., Freres, Derek R. (2008).  Preventing depression in early adolescence: The Penn Resiliency Program Handbook of depression in children and adolescents, (),  309. "
10269,"García-Escalera, Julia, Valiente, Rosa M., Sandín, Bonifacio, Ehrenreich-May, Jill, Prieto, Antonio, Chorot, Paloma (2020).  The Unified Protocol for Transdiagnostic Treatment of Emotional Disorders in Adolescents (UP-A) Adapted as a School-Based Anxiety and Depression Prevention Program: An Initial Cluster Randomized Wait-List-Controlled Trial Behavior Therapy, 51(3),  461. 10.1016/j.beth.2019.08.003"
10270,"Garaigordobil, Maite, Jaureguizar, Joana, Bernarás, Elena (2019).  Evaluation of the effects of a childhood depression prevention program The Journal of Psychology, 153(2),  127. 10.1080/00223980.2018.1502741"
10271,"Garaigordobil, Maite (2004).  Effects of a Psychological Intervention on Factors of Emotional Development During Adolescence European Journal of Psychological Assessment, 20(),  66. 10.1027/1015-5759.20.1.66"
10272,"Fitzpatrick, C, Power, M, Brosnan, E, Cleary, D, Conlon, A, Guerin, S (2009).  Working Things Out Through SPHE? A Journey from Community to Clinic and Back Advances in School Mental Health Promotion, 2(3),  38. 10.1080/1754730X.2009.9715709"
10273,"Fitzpatrick, C, Brosnan, E., Sharry, J. (2009).  'Working Things Out': A therapeutic resource for professionals working with young people Treatment for adolescent depression: Theory and practice, (),  283. "
10274,"Fitzpatrick, Carol, Conlon, Andrea, Cleary, Deirdre, Power, Mike, King, Frances, Guerin, Suzanne (2013).  Enhancing the mental health promotion component of a health and personal development programme in Irish schools Advances in School Mental Health Promotion, 6(2),  122. 10.1080/1754730X.2013.784617"
10275,"Firth, Nola, Butler, Helen, Drew, Sarah, Krelle, Andrea, Sheffield, Jeanie, Patton, George, Tollit, Michelle, Bond, Lyndal, The beyondblue project management team (2008).  Implementing Multi-level Programmes and Approaches that Address Student Well-being and Connectedness: Factoring in the Needs of the Schools Advances in School Mental Health Promotion, 1(4),  14. 10.1080/1754730X.2008.9715736"
10276,"Duong, Mylien T., Cruz, Rick A., King, Kevin M., Violette, Heather D., McCarty, Carolyn A. (2016).  Twelve-Month Outcomes of a Randomized Trial of the Positive Thoughts and Action Program for Depression Among Early Adolescents Prevention Science, 17(3),  295. 10.1007/s11121-015-0615-2"
10277,"DeRosier, Melissa E. (2004).  Building Relationships and Combating Bullying: Effectiveness of a School-Based Social Skills Group Intervention Journal of Clinical Child & Adolescent Psychology, 33(1),  196. 10.1207/S15374424JCCP3301_18"
10278,"de Jonge-Heesen, Karlijn W. J., Rasing, Sanne P. A., Vermulst, Ad A., Scholte, Ron H. J., van Ettekoven, Kim M., Engels, Rutger C. M. E., Creemers, Daan H. M. (2020).  Randomized control trial testing the effectiveness of implemented depression prevention in high-risk adolescents BMC Medicine, 18(1),  188. 10.1186/s12916-020-01656-0"
10279,"de Hullu, Eva, Sportel, B. Esther, Nauta, Maaike H., de Jong, Peter J. (2017).  Cognitive bias modification and CBT as early interventions for adolescent social and test anxiety: Two-year follow-up of a randomized controlled trial Journal of Behavior Therapy and Experimental Psychiatry, 55(),  81. 10.1016/j.jbtep.2016.11.011"
10280,"David, Oana A., Cardoș, Roxana A. I., Matu, Silviu (2019).  Is REThink therapeutic game effective in preventing emotional disorders in children and adolescents? Outcomes of a randomized clinical trial European Child & Adolescent Psychiatry, 28(1),  111. 10.1007/s00787-018-1192-2"
10281,"Curtis, Steven Eric (1992).  Cognitive-behavioral treatment of adolescent depression: Effects on multiple parameters , (),  108. "
10282,"Cooley, Michele R., Boyd, Rhonda C., Grados, Judy J. (2004).  Feasibility of an Anxiety Preventive Intervention for Community Violence Exposed African-American Children Journal of Primary Prevention, 25(1),  105. 10.1023/B:JOPP.0000039941.85452.ea"
10283,"Collins, Sabrina (2011).  Promoting positive mental health and reducing anxiety : lessons for living : think well, do well , (),  . "
10284,"Clarke, Aleisha M., O'Sullivan, Maeve, Barry, Margaret M. (2010).  Context matters in programme implementation Health Education, 110(4),  273. 10.1108/09654281011052637"
10285,"Clarke, Aleisha M., Bunting, Brendan, Barry, Margaret M. (2014).  Evaluating the implementation of a school-based emotional well-being programme: a cluster randomized controlled trial of Zippy’s Friends for children in disadvantaged primary schools Health Education Research, 29(5),  786. 10.1093/her/cyu047"
10286,"Clarke, Aleisha M., Barry, Margaret M. (2015).  Implementing Mental Health Promoting Schools Schools for Health and Sustainability: Theory, Research and Practice, (),  313. "
10287,"Clarke, Aleisha M, Sixsmith, Jane, Barry, Margaret M (2015).  Evaluating the implementation of an emotional wellbeing programme for primary school children using participatory approaches Health Education Journal, 74(5),  578. 10.1177/0017896914553133"
10288,"Clarke, A. M., Barry, M. M. (2010).  An evaluation of the Zippy’s Friends emotional wellbeing programme for primary schools in Ireland , (),  . "
10289,"Clarke, A. M. (2011).  An Evaluation of Zippy’s Friends, an Emotional Wellbeing Programme for Children in Primary Schools , (),  . "
10290,"Calear, Alison L., Christensen, Helen, Mackinnon, Andrew, Griffiths, Kathleen M. (2013).  Adherence to the MoodGYM program: Outcomes and predictors for an adolescent school-based population Journal of Affective Disorders, 147(1),  338. 10.1016/j.jad.2012.11.036"
10291,"Calvete, Esther, Fernández-Gonzalez, Liria, Orue, Izaskun, Echezarraga, Ainara, Royuela-Colomer, Estibaliz, Cortazar, Nerea, Muga, Javier, Longa, Mikel, Yeager, David S. (2019).  The Effect of an Intervention Teaching Adolescents that People can Change on Depressive Symptoms, Cognitive Schemas, and Hypothalamic-Pituitary-Adrenal Axis Hormones Journal of Abnormal Child Psychology, 47(9),  1533. 10.1007/s10802-019-00538-1"
10292,"Butler, H., Bond, L., Glover, S., Patton, G. (2001).  The Gatehouse Project: mental health promotion incorporating school organisational change and health education Mental health promotion and young people: concepts and practice, (),  128. "
10293,"Burckhardt, Rowan, Manicavasagar, Vijaya, Shaw, Frances, Fogarty, Andrea, Batterham, Philip J., Dobinson, Katie, Karpin, Ilana (2018).  Preventing mental health symptoms in adolescents using dialectical behaviour therapy skills group: a feasibility study International Journal of Adolescence and Youth, 23(1),  70. 10.1080/02673843.2017.1292927"
10294,"Buttigieg, Jason P., Shortt, Alison L., Slaviero, Tania M., Hutchinson, Delyse, Kremer, Peter, Toumbourou, John W. (2015).  A longitudinal evaluation of the Resilient Families randomized trial to prevent early adolescent depressive symptoms Journal of Adolescence, 44(),  204. 10.1016/j.adolescence.2015.07.014"
10295,"Brown, June S. L., Blackshaw, Emily, Stahl, Daniel, Fennelly, Lisa, McKeague, Lynn, Sclare, Irene, Michelson, Daniel (2019).  School-based early intervention for anxiety and depression in older adolescents: A feasibility randomised controlled trial of a self-referral stress management workshop programme (“DISCOVER”) Journal of Adolescence, 71(),  150. 10.1016/j.adolescence.2018.11.009"
10296,"Bond, Lyndal, Toumbourou, John W., Thomas, Lyndal, Catalano, Richard F., Patton, George (2005).  Individual, Family, School, and Community Risk and Protective Factors for Depressive Symptoms in Adolescents: A Comparison of Risk Profiles for Substance Use and Depressive Symptoms Prevention Science, 6(2),  73. 10.1007/s11121-005-3407-2"
10297,"Boyle, Michael H., Cunningham, Charles E., Heale, JoAnn, Hundert, Joel, McDonald, Jan, Offord, David R., Racine, Yvonne (1999).  Helping Children Adjust—a Tri-Ministry Study: II. Evaluation Methodology The Journal of Child Psychology and Psychiatry and Allied Disciplines, 40(7),  1051. 10.1111/1469-7610.00523"
10298,"Bond, Lyndal, Glover, Sara, Godfrey, C., Butler, Helen, Patton, George C. (2001).  Building Capacity for System-Level Change in Schools: Lessons from the Gatehouse Project Health Education & Behavior, 28(3),  368. 10.1177/109019810102800310"
10299,"Bond, Lyndal, Carlin, John B., Thomas, Lyndal, Rubin, Kerryn, Patton, George (2001).  Does bullying cause emotional problems? A prospective study of young teenagers BMJ, 323(7311),  480. 10.1136/bmj.323.7311.480"
10300,"Bond, Lyndal, Butler, Helen, Thomas, Lyndal, Carlin, John, Glover, Sara, Bowes, Glenn, Patton, George (2007).  Social and School Connectedness in Early Secondary School as Predictors of Late Teenage Substance Use, Mental Health, and Academic Outcomes Journal of Adolescent Health, 40(4),  357.e9. 10.1016/j.jadohealth.2006.10.013"
10301,"Bokhorst, Koos, Goossens, Frits A., de Ruyter, Piet A. (1995).  Social anxiety at elementary school: the effects of a curriculum Educational Research, 37(1),  87. 10.1080/0013188950370108"
10302,"Bernstein, Gail A., Layne, Ann E., Egan, Elizabeth A., Tennison, Dana M. (2005).  School-Based Interventions for Anxious Children Journal of the American Academy of Child & Adolescent Psychiatry, 44(11),  1118. 10.1097/01.chi.0000177323.40005.a1"
10303,"Barrett, Paula M., Sonderegger, Robi, Xenos, Sophia (2003).  Using Friends to Combat Anxiety and Adjustment Problems among Young Migrants                to Australia: A National Trial Clinical Child Psychology and Psychiatry, 8(2),  241. 10.1177/1359104503008002008"
10304,"Barrett, Paula M., Moore, Alan F., Sonderegger, Robi (2000).  The FRIENDS Program for Young Former-Yugoslavian Refugees in Australia: A Pilot Study Behaviour Change, 17(3),  124. 10.1375/bech.17.3.124"
10305,"Arnarson, Eirikur Orn, Craighead, W. Edward (2011).  Prevention of depression among Icelandic adolescents: A 12-month follow-up Behaviour Research and Therapy, 49(3),  170. 10.1016/j.brat.2010.12.008"
10306,"Ahlen, Johan, Lenhard, Fabian, Ghaderi, Ata (2019).  Long-Term Outcome of a Cluster-Randomized Universal Prevention Trial Targeting Anxiety and Depression in School Children Behavior Therapy, 50(1),  200. 10.1016/j.beth.2018.05.003"
10307,"Ab Ghaffar, Siti Fatimah, Mohd Sidik, Sherina, Ibrahim, Normala, Awang, Hamidin, Gyanchand Rampal, Lekhraj Rampal (2019).  Effect of a School-Based Anxiety Prevention Program among Primary School Children International Journal of Environmental Research and Public Health, 16(24),  4913. 10.3390/ijerph16244913"
10308,"Young, Jami F., Benas, Jessica S., Schueler, Christie M., Gallop, Robert, Gillham, Jane E., Mufson, Laura (2016).  A Randomized Depression Prevention Trial Comparing Interpersonal Psychotherapy—Adolescent Skills Training to Group Counseling in Schools Prevention Science, 17(3),  314. 10.1007/s11121-015-0620-5"
10309,"Beardslee, WILLIAM R., Wright, ELLEN J., Salt, PATRICIA, Drezner, KAREN, Gladstone, TRACY R. G., Versage, EVE M., Rothberg, PHYLLIS C. (1997).  Examination of Children's Responses to Two Preventive Intervention Strategies Over Time Journal of the American Academy of Child & Adolescent Psychiatry, 36(2),  196. 10.1097/00004583-199702000-00010"
10310,"Waters, Allison M., Candy, Steven G., Zimmer-Gembeck, Melanie J., Groth, Trisha A., Craske, Michelle G., Bradley, Brendan P., Mogg, Karin (2019).  A School-Based Comparison of Positive Search Training to Enhance Adaptive Attention Regulation with a Cognitive-Behavioural Intervention for Reducing Anxiety Symptoms in Children Journal of Abnormal Child Psychology, 47(11),  1821. 10.1007/s10802-019-00551-4"
10311,"Whittaker, Robyn, Stasiak, Karolina, McDowell, Heather, Doherty, Iain, Shepherd, Matthew, Chua, Shireen, Dorey, Enid, Parag, Varsha, Ameratunga, Shanthi, Rodgers, Anthony, Merry, Sally (2017).  MEMO: an mHealth intervention to prevent the onset of depression in adolescents: a double-blind, randomised, placebo-controlled trial Journal of Child Psychology and Psychiatry, 58(9),  1014. 10.1111/jcpp.12753"
10312,"Volanen, S. -M., Lassander, M., Hankonen, N., Santalahti, P., Hintsanen, M., Simonsen, N., Raevuori, A., Mullola, S., Vahlberg, T., But, A., Suominen, S. (2020).  Healthy learning mind – Effectiveness of a mindfulness program on mental health compared to a relaxation program and teaching as usual in schools: A cluster-randomised controlled trial Journal of Affective Disorders, 260(),  660. 10.1016/j.jad.2019.08.087"
10313,"Trudeau, Linda, Spoth, Richard, Randall, G. Kevin, Azevedo, Kari (2007).  Longitudinal Effects of a Universal Family-Focused Intervention on Growth Patterns of Adolescent Internalizing Symptoms and Polysubstance Use: Gender Comparisons Journal of Youth and Adolescence, 36(6),  725. 10.1007/s10964-007-9179-1"
10314,"Tak, Yuli R., Van Zundert, Rinka MP, Kuijpers, Rowella CWM, Van Vlokhoven, Boukje S., Rensink, Hettie FW, Engels, Rutger CME (2012).  A randomized controlled trial testing the effectiveness of a universal school-based depression prevention program 'Op Volle Kracht' in the Netherlands BMC Public Health, 12(1),  21. 10.1186/1471-2458-12-21"
10315,"Tak, Yuli R., Kleinjan, Marloes, Lichtwarck-Aschoff, Anna, Engels, Rutger CME (2014).  Secondary outcomes of a school-based universal resiliency training for adolescents: a cluster randomized controlled trial BMC Public Health, 14(1),  1171. 10.1186/1471-2458-14-1171"
10316,"Stallard, Paul, Taylor, Gordon, Anderson, Rob, Daniels, Harry, Simpson, Neil, Phillips, Rhiannon, Skryabina, Elena (2012).  School-based intervention to reduce anxiety in children: study protocol for a randomized controlled trial (PACES) Trials, 13(1),  227. 10.1186/1745-6215-13-227"
10317,"Stallard, Paul, Simpson, Neil, Anderson, Sue, Goddard, Meghan (2008).  The FRIENDS emotional health prevention programme European Child & Adolescent Psychiatry, 17(5),  283. 10.1007/s00787-007-0665-5"
